name,base,has_Q1,has_Q2,dtype,n_nonnull,mean,std
Affect_Q1,Affect,True,True,float64,237,5.605822784810126,2.1384147333878674
Affect_Q2,Affect,True,True,float64,240,3.2904583333333335,1.6680028596889622
AllPunc_Q1,AllPunc,True,True,float64,237,13.293881856540084,5.333810011144686
AllPunc_Q2,AllPunc,True,True,float64,240,12.541416666666665,6.221208724440578
Analytic_Q1,Analytic,True,True,float64,237,24.9957805907173,21.97733168369131
Analytic_Q2,Analytic,True,True,float64,240,28.88341666666667,21.36759095748486
Apostro_Q1,Apostro,True,True,float64,237,2.7008860759493665,2.2767468036912573
Apostro_Q2,Apostro,True,True,float64,240,1.9972916666666665,2.3684472230269114
Authentic_Q1,Authentic,True,True,float64,237,71.92236286919831,26.71224192535049
Authentic_Q2,Authentic,True,True,float64,240,70.103625,25.0071809641959
BigWords_Q1,BigWords,True,True,float64,237,18.839915611814348,4.641295922582389
BigWords_Q2,BigWords,True,True,float64,240,19.626166666666666,5.4562882199246845
Clout_Q1,Clout,True,True,float64,237,17.68354430379747,18.040912111109566
Clout_Q2,Clout,True,True,float64,240,5.034125,8.430047107482556
Cognition_Q1,Cognition,True,True,float64,237,32.393628691983125,4.850897467673089
Cognition_Q2,Cognition,True,True,float64,240,29.373083333333337,4.867303975822299
Comma_Q1,Comma,True,True,float64,237,3.5620253164556965,2.272614646765353
Comma_Q2,Comma,True,True,float64,240,3.3844166666666666,2.2233800454238337
Conversation_Q1,Conversation,True,True,float64,237,0.6453586497890295,1.8143521754383873
Conversation_Q2,Conversation,True,True,float64,240,0.258,0.5922113924379818
Culture_Q1,Culture,True,True,float64,237,0.5146413502109706,0.6748342334813385
Culture_Q2,Culture,True,True,float64,240,1.2014166666666668,1.3394017917422025
Dic_Q1,Dic,True,True,float64,237,94.17700421940928,2.856086825285375
Dic_Q2,Dic,True,True,float64,240,91.91441666666667,4.017761253864589
Drives_Q1,Drives,True,True,float64,237,4.831687763713081,2.315906220905218
Drives_Q2,Drives,True,True,float64,240,2.8287916666666666,1.8784547612148013
Emoji_Q1,Emoji,True,True,float64,237,0.0,0.0
Emoji_Q2,Emoji,True,True,float64,240,0.0,0.0
Exclam_Q1,Exclam,True,True,float64,237,0.04881856540084388,0.3226320368725142
Exclam_Q2,Exclam,True,True,float64,240,0.07833333333333332,0.8957304592094408
Lifestyle_Q1,Lifestyle,True,True,float64,237,5.220759493670886,2.3655966529472408
Lifestyle_Q2,Lifestyle,True,True,float64,240,3.386166666666667,1.8418302416044996
Linguistic_Q1,Linguistic,True,True,float64,237,74.21713080168777,5.341906630712049
Linguistic_Q2,Linguistic,True,True,float64,240,72.03770833333334,6.2296367067641985
NFC_total_raw,NFC_total_raw,False,False,int64,240,55.78333333333333,7.290614209760077
OtherP_Q1,OtherP,True,True,float64,237,1.5027426160337551,1.943291953695532
OtherP_Q2,OtherP,True,True,float64,240,1.545375,2.4114452497845216
Perception_Q1,Perception,True,True,float64,237,6.5957805907172995,2.5079542494352665
Perception_Q2,Perception,True,True,float64,240,6.805166666666667,2.8401832345036397
Period_Q1,Period,True,True,float64,237,5.014810126582279,2.2757882822706152
Period_Q2,Period,True,True,float64,240,5.160625,2.2507902373851576
Physical_Q1,Physical,True,True,float64,237,3.488607594936709,2.1871084126964226
Physical_Q2,Physical,True,True,float64,240,5.344833333333333,2.3457749193437594
QMark_Q1,QMark,True,True,float64,237,0.4648101265822785,0.8885224934305556
QMark_Q2,QMark,True,True,float64,240,0.37600000000000006,0.8547766764872956
Segment_Q1,Segment,True,True,float64,237,1.0,0.0
Segment_Q2,Segment,True,True,float64,240,1.0,0.0
Social_Q1,Social,True,True,float64,237,11.963037974683543,3.7359804957173837
Social_Q2,Social,True,True,float64,240,9.579333333333333,3.6206577978164254
Tone_Q1,Tone,True,True,float64,237,27.65763713080169,23.89365096510296
Tone_Q2,Tone,True,True,float64,240,24.084791666666668,21.01755242545138
WC_Q1,WC,True,True,float64,237,146.65400843881858,58.0125706111298
WC_Q2,WC,True,True,float64,240,130.90833333333333,67.17278663185627
WPS_Q1,WPS,True,True,float64,237,23.01168776371308,17.5639880572821
WPS_Q2,WPS,True,True,float64,240,21.575,11.622455671386032
achieve_Q1,achieve,True,True,float64,237,1.0213080168776372,0.9034735933150377
achieve_Q2,achieve,True,True,float64,240,0.55625,0.7528297311920317
acquire_Q1,acquire,True,True,float64,237,0.4741772151898734,0.7193960328908412
acquire_Q2,acquire,True,True,float64,240,1.3532916666666666,1.2844157225228476
adj_Q1,adj,True,True,float64,237,5.728691983122362,2.2555191516638087
adj_Q2,adj,True,True,float64,240,6.526583333333333,2.5066423411386176
adverb_Q1,adverb,True,True,float64,237,7.355189873417721,2.9285840795141134
adverb_Q2,adverb,True,True,float64,240,5.565291666666667,2.4991453368963072
affiliation_Q1,affiliation,True,True,float64,237,3.3363291139240507,1.9754304197214385
affiliation_Q2,affiliation,True,True,float64,240,1.5395,1.493331482513734
allnone_Q1,allnone,True,True,float64,237,0.7936708860759495,1.365485503261208
allnone_Q2,allnone,True,True,float64,240,0.3884166666666667,0.7318589297505056
allure_Q1,allure,True,True,float64,237,8.506540084388185,2.7436481018201095
allure_Q2,allure,True,True,float64,240,6.193458333333334,2.6952829393709092
article_Q1,article,True,True,float64,237,7.459493670886076,2.5677468321981705
article_Q2,article,True,True,float64,240,6.381333333333333,6.5737814375661205
assent_Q1,assent,True,True,float64,237,0.1048523206751055,0.31128100530993913
assent_Q2,assent,True,True,float64,240,0.06808333333333334,0.26274606192206873
attention_Q1,attention,True,True,float64,237,1.0539240506329115,1.0962568661561773
attention_Q2,attention,True,True,float64,240,1.5432916666666665,1.5042707252787164
auditory_Q1,auditory,True,True,float64,237,0.07746835443037975,0.24986478210446278
auditory_Q2,auditory,True,True,float64,240,0.136375,0.4572979802145788
auxverb_Q1,auxverb,True,True,float64,237,11.675864978902952,2.943163248244979
auxverb_Q2,auxverb,True,True,float64,240,10.788458333333333,2.9005800638143437
bcrt4_total,bcrt4_total,False,False,int64,240,0.7166666666666667,0.4506168611531925
bcrt6_total,bcrt6_total,False,False,float64,240,2.5083333333333333,1.535663989578739
cause_Q1,cause,True,True,float64,237,2.391012658227848,1.4199996389166136
cause_Q2,cause,True,True,float64,240,2.1839583333333334,1.432771119752636
certitude_Q1,certitude,True,True,float64,237,0.690042194092827,0.8893602203804631
certitude_Q2,certitude,True,True,float64,240,0.5975833333333334,0.8159278928856942
cogproc_Q1,cogproc,True,True,float64,237,20.1742194092827,4.7222599630484785
cogproc_Q2,cogproc,True,True,float64,240,20.913999999999998,4.60458184855042
combined10_total,combined10_total,False,False,float64,240,4.954166666666667,2.062053823793701
comm_Q1,comm,True,True,float64,237,3.00464135021097,1.8635437573358318
comm_Q2,comm,True,True,float64,240,3.4572083333333334,1.9704665581017158
conflict_Q1,conflict,True,True,float64,237,0.5168354430379747,0.6627882752550176
conflict_Q2,conflict,True,True,float64,240,0.11204166666666666,0.3610165022967171
conj_Q1,conj,True,True,float64,237,8.840759493670888,2.3771626735997398
conj_Q2,conj,True,True,float64,240,9.181208333333332,2.7143147919743122
curiosity_Q1,curiosity,True,True,float64,237,0.3218565400843882,0.6678309973508478
curiosity_Q2,curiosity,True,True,float64,240,1.0084583333333332,1.2107303745799705
death_Q1,death,True,True,float64,237,0.09763713080168776,0.38079351300878755
death_Q2,death,True,True,float64,240,0.010458333333333332,0.10647866733398871
det_Q1,det,True,True,float64,237,13.982194092827003,2.891512575623043
det_Q2,det,True,True,float64,240,14.031208333333332,6.273529425817435
differ_Q1,differ,True,True,float64,237,5.189367088607595,2.380172143070076
differ_Q2,differ,True,True,float64,240,5.556583333333333,2.434941305190378
discrep_Q1,discrep,True,True,float64,237,4.395527426160338,2.226050464654549
discrep_Q2,discrep,True,True,float64,240,4.616125,2.2868589231465504
emo_anger_Q1,emo_anger,True,True,float64,237,0.6792827004219409,0.6744360921861615
emo_anger_Q2,emo_anger,True,True,float64,240,0.06729166666666667,0.2672759153581848
emo_anx_Q1,emo_anx,True,True,float64,237,0.1608016877637131,0.3584515908051434
emo_anx_Q2,emo_anx,True,True,float64,240,0.52225,0.736861545678698
emo_neg_Q1,emo_neg,True,True,float64,237,1.4452320675105486,1.0665151110085827
emo_neg_Q2,emo_neg,True,True,float64,240,0.9124166666666668,0.9353640074264611
emo_pos_Q1,emo_pos,True,True,float64,237,0.5325738396624473,0.6876165952770824
emo_pos_Q2,emo_pos,True,True,float64,240,0.2175,0.5430066758337323
emo_sad_Q1,emo_sad,True,True,float64,237,0.14067510548523207,0.4050321234492799
emo_sad_Q2,emo_sad,True,True,float64,240,0.015416666666666665,0.10351647077746723
emotion_Q1,emotion,True,True,float64,237,2.0942616033755277,1.242363671694045
emotion_Q2,emotion,True,True,float64,240,1.3769583333333335,1.1315076218319915
ethnicity_Q1,ethnicity,True,True,float64,237,0.0,0.0
ethnicity_Q2,ethnicity,True,True,float64,240,0.006541666666666666,0.07401096718655209
family_Q1,family,True,True,float64,237,0.01168776371308017,0.1481036940669099
family_Q2,family,True,True,float64,240,0.3477083333333333,0.5956111692459733
fatigue_Q1,fatigue,True,True,float64,237,0.017637130801687762,0.1777315663469939
fatigue_Q2,fatigue,True,True,float64,240,0.004958333333333333,0.0492950125660689
feeling_Q1,feeling,True,True,float64,237,0.3464556962025317,0.47652939564607205
feeling_Q2,feeling,True,True,float64,240,0.33699999999999997,0.5405253617238203
female_Q1,female,True,True,float64,237,0.250126582278481,0.801066525897591
female_Q2,female,True,True,float64,240,0.097375,0.45619370086437333
filler_Q1,filler,True,True,float64,237,0.021139240506329114,0.21679086740483436
filler_Q2,filler,True,True,float64,240,0.018625000000000003,0.13828482457715066
focusfuture_Q1,focusfuture,True,True,float64,237,1.8466244725738397,1.6118054708483864
focusfuture_Q2,focusfuture,True,True,float64,240,1.2749166666666667,1.5671683571723307
focuspast_Q1,focuspast,True,True,float64,237,4.9912236286919835,2.9962038887964804
focuspast_Q2,focuspast,True,True,float64,240,2.597583333333333,2.1441080102742545
focuspresent_Q1,focuspresent,True,True,float64,237,4.406455696202531,2.3703974481894727
focuspresent_Q2,focuspresent,True,True,float64,240,3.889166666666667,2.33391037507632
food_Q1,food,True,True,float64,237,2.612236286919831,1.7837412855300392
food_Q2,food,True,True,float64,240,0.0705,0.429822347022581
friend_Q1,friend,True,True,float64,237,1.5948101265822785,1.5688337419687424
friend_Q2,friend,True,True,float64,240,0.2811666666666667,0.5034641386324241
fulfill_Q1,fulfill,True,True,float64,237,0.19097046413502108,0.3717870902517241
fulfill_Q2,fulfill,True,True,float64,240,0.11395833333333334,0.30705685944227906
function_Q1,function,True,True,float64,237,59.86088607594936,5.554031004262041
function_Q2,function,True,True,float64,240,57.34158333333333,6.170606128497877
health_Q1,health,True,True,float64,237,0.6352742616033755,0.6935954972533406
health_Q2,health,True,True,float64,240,4.6301250000000005,2.1348993889740253
home_Q1,home,True,True,float64,237,0.015147679324894515,0.08757202776775862
home_Q2,home,True,True,float64,240,0.0,0.0
i_Q1,i,True,True,float64,237,6.8218143459915614,2.6868956251692557
i_Q2,i,True,True,float64,240,9.131874999999999,3.1870613791351747
illness_Q1,illness,True,True,float64,237,0.04751054852320674,0.22962114480572823
illness_Q2,illness,True,True,float64,240,0.22233333333333333,0.5396715564942152
insight_Q1,insight,True,True,float64,237,5.16042194092827,2.1399122165499436
insight_Q2,insight,True,True,float64,240,4.864583333333333,2.1930235581016655
ipron_Q1,ipron,True,True,float64,237,4.992151898734177,2.171331624450829
ipron_Q2,ipron,True,True,float64,240,4.637041666666666,2.5858149904682963
lack_Q1,lack,True,True,float64,237,0.19050632911392407,0.5261256337125133
lack_Q2,lack,True,True,float64,240,0.048374999999999994,0.29713259000262265
leisure_Q1,leisure,True,True,float64,237,1.268987341772152,1.1848334052313032
leisure_Q2,leisure,True,True,float64,240,0.08545833333333333,0.4591221223856338
male_Q1,male,True,True,float64,237,0.44054852320675103,1.225769763645801
male_Q2,male,True,True,float64,240,0.7311666666666666,1.0741028685476182
memory_Q1,memory,True,True,float64,237,0.060042194092827,0.2020287356640251
memory_Q2,memory,True,True,float64,240,0.012875,0.09310648585535453
mental_Q1,mental,True,True,float64,237,0.012194092827004219,0.0992218473230687
mental_Q2,mental,True,True,float64,240,0.007291666666666667,0.06571845197929997
money_Q1,money,True,True,float64,237,1.3322784810126582,1.2804185260192154
money_Q2,money,True,True,float64,240,0.08770833333333333,0.2664679435327176
moral_Q1,moral,True,True,float64,237,0.39135021097046413,0.5881264249277256
moral_Q2,moral,True,True,float64,240,0.22545833333333334,0.4196086946158554
motion_Q1,motion,True,True,float64,237,1.1012236286919832,1.1193860303806302
motion_Q2,motion,True,True,float64,240,0.5737916666666667,0.8549752666581778
need_Q1,need,True,True,float64,237,0.3266666666666666,0.6332551583997905
need_Q2,need,True,True,float64,240,0.18616666666666667,0.508288276691704
negate_Q1,negate,True,True,float64,237,2.0868776371308018,1.6875136998368439
negate_Q2,negate,True,True,float64,240,1.3740833333333333,1.204614043192074
netspeak_Q1,netspeak,True,True,float64,237,0.4266666666666667,1.4278544091690175
netspeak_Q2,netspeak,True,True,float64,240,0.13516666666666666,0.4368380388911
nonflu_Q1,nonflu,True,True,float64,237,0.1170042194092827,0.6585643924886362
nonflu_Q2,nonflu,True,True,float64,240,0.036041666666666666,0.17456540779095447
number_Q1,number,True,True,float64,237,0.6629535864978903,0.84536196149759
number_Q2,number,True,True,float64,240,0.615625,0.8368629573442715
polite_Q1,polite,True,True,float64,237,0.12907172995780591,0.34160946797489006
polite_Q2,polite,True,True,float64,240,0.6185416666666667,0.9111361716362099
politic_Q1,politic,True,True,float64,237,0.018227848101265827,0.13717240524372326
politic_Q2,politic,True,True,float64,240,0.0265,0.14189873149538723
power_Q1,power,True,True,float64,237,0.5439662447257385,0.7241391564111992
power_Q2,power,True,True,float64,240,0.7709583333333332,0.9219501061683809
ppron_Q1,ppron,True,True,float64,237,10.93552742616034,3.3845348570542
ppron_Q2,ppron,True,True,float64,240,11.366458333333332,3.310969073639502
prep_Q1,prep,True,True,float64,237,10.450464135021098,3.003295833002145
prep_Q2,prep,True,True,float64,240,11.200208333333334,2.981054546062051
pronoun_Q1,pronoun,True,True,float64,237,15.927848101265823,4.028674438596527
pronoun_Q2,pronoun,True,True,float64,240,16.002958333333332,4.112493464829322
prosocial_Q1,prosocial,True,True,float64,237,0.6646835443037975,0.7546455318616455
prosocial_Q2,prosocial,True,True,float64,240,0.3368333333333334,0.6081659358724028
quantity_Q1,quantity,True,True,float64,237,3.069493670886076,1.9553837173372015
quantity_Q2,quantity,True,True,float64,240,3.0733333333333333,1.7199444435472004
relig_Q1,relig,True,True,float64,237,0.01282700421940928,0.12683099334999967
relig_Q2,relig,True,True,float64,240,0.025333333333333333,0.2066092662222314
reward_Q1,reward,True,True,float64,237,0.021729957805907175,0.1215683502646728
reward_Q2,reward,True,True,float64,240,0.04991666666666667,0.20291006149413973
risk_Q1,risk,True,True,float64,237,0.4220675105485232,0.713694514775915
risk_Q2,risk,True,True,float64,240,0.99375,1.175790204146414
sexual_Q1,sexual,True,True,float64,237,0.013628691983122363,0.2093679389503426
sexual_Q2,sexual,True,True,float64,240,0.0038333333333333336,0.05926189519600451
shehe_Q1,shehe,True,True,float64,237,0.6682278481012658,1.4239133923554217
shehe_Q2,shehe,True,True,float64,240,0.7332500000000001,1.1014673262668
socbehav_Q1,socbehav,True,True,float64,237,5.275569620253164,2.212504974464613
socbehav_Q2,socbehav,True,True,float64,240,5.963166666666666,2.614867582158267
socrefs_Q1,socrefs,True,True,float64,237,6.6761603375527425,2.7824455790638933
socrefs_Q2,socrefs,True,True,float64,240,3.567958333333333,2.2912019221936526
space_Q1,space,True,True,float64,237,3.647299578059072,1.8740045703418842
space_Q2,space,True,True,float64,240,3.47575,1.9663632516653684
substances_Q1,substances,True,True,float64,237,0.0,0.0
substances_Q2,substances,True,True,float64,240,0.000875,0.013527171729522771
swear_Q1,swear,True,True,float64,237,0.16261603375527428,1.1499744595569132
swear_Q2,swear,True,True,float64,240,0.025666666666666667,0.3516182431116008
tech_Q1,tech,True,True,float64,237,0.4964556962025317,0.6705977646557019
tech_Q2,tech,True,True,float64,240,1.1684166666666667,1.3376247579405651
tentat_Q1,tentat,True,True,float64,237,4.091392405063291,2.3556500357107386
tentat_Q2,tentat,True,True,float64,240,5.035625,2.507932835897923
they_Q1,they,True,True,float64,237,1.8874683544303799,1.6392136648015034
they_Q2,they,True,True,float64,240,1.051375,1.216099376164766
time_Q1,time,True,True,float64,237,5.911223628691984,2.886669452509116
time_Q2,time,True,True,float64,240,3.6665833333333335,2.1522912193882022
tone_neg_Q1,tone_neg,True,True,float64,237,2.6232067510548522,1.3205234272101964
tone_neg_Q2,tone_neg,True,True,float64,240,1.4845833333333334,1.177521334437536
tone_pos_Q1,tone_pos,True,True,float64,237,2.7559071729957805,1.5809479210068527
tone_pos_Q2,tone_pos,True,True,float64,240,1.5352083333333333,1.2317511071359162
verb_Q1,verb,True,True,float64,237,20.47793248945148,3.8793861181468094
verb_Q2,verb,True,True,float64,240,19.49220833333333,3.8757442992622577
visual_Q1,visual,True,True,float64,237,0.9789451476793248,1.4232698969355282
visual_Q2,visual,True,True,float64,240,1.3914166666666667,1.233778272781981
want_Q1,want,True,True,float64,237,0.32054852320675103,0.5166846139198767
want_Q2,want,True,True,float64,240,0.22308333333333333,0.4885587576967813
we_Q1,we,True,True,float64,237,0.9159071729957807,1.239857637733979
we_Q2,we,True,True,float64,240,0.05425000000000001,0.22231982405234732
wellness_Q1,wellness,True,True,float64,237,0.004852320675105485,0.05261594916400172
wellness_Q2,wellness,True,True,float64,240,0.04474999999999999,0.3249511822310135
work_Q1,work,True,True,float64,237,2.6478481012658226,1.7897823012275917
work_Q2,work,True,True,float64,240,3.2202916666666668,1.8005356605550904
you_Q1,you,True,True,float64,237,0.5237130801687764,1.005376123520208
you_Q2,you,True,True,float64,240,0.18154166666666663,0.604002378525026
