k,items,kr20,citc_mean,tif_area,liwc_sig_cnt,liwc_mean_abs_bstd,nfc_beta_std,n_obs,deltaR2_mean,z_kr20,z_citc,z_tif,z_liwc,z_liwc_sig,nfc_pref,z_nfc,z_deltaR2,score
3,"bcrt_q1,bcrt_q2,bcrt_q3",0.16082680118516313,0.07193171420056789,3.754756604323396,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,-0.8872709187287791,-0.9707166153810419,0.1966172197733159,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,-0.3151609079606261
3,"bcrt_q1,bcrt_q2,bcrt_q4",0.1134547670639226,0.05320618599831109,2.5473486836632566,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,-1.1778507487455776,-1.1627503919586284,-1.2439752504310944,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,-0.796215343675367
3,"bcrt_q1,bcrt_q2,bcrt_q5",-0.1814504461056171,-0.08948038781217711,2.373152942237443,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,-2.9867979114229257,-2.6260277606815174,-1.4518131063418784,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,-1.6276340514624235
3,"bcrt_q1,bcrt_q2,bcrt_q6",0.2653377511757159,0.13561619596637606,3.031523606313292,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,-0.24620125291233286,-0.31762040304559086,-0.6662924839886707,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,-0.24120432963182153
3,"bcrt_q1,bcrt_q3,bcrt_q4",0.4299437590711174,0.25486801022897837,3.1958869085018735,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,0.76349120976668,0.9053291452516078,-0.4701859888603756,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,0.28350961091762655
3,"bcrt_q1,bcrt_q3,bcrt_q5",0.22335490114227108,0.11494861741594871,3.0216911670760593,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,-0.5037238535909729,-0.5295702673636588,-0.6780238447711604,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,-0.35546506649677473
3,"bcrt_q1,bcrt_q3,bcrt_q6",0.413371779912036,0.23381653906563013,3.6800618311519084,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,0.6618387691143868,0.6894423907447467,0.10749677758204741,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,0.37076327284924365
3,"bcrt_q1,bcrt_q4,bcrt_q5",-0.009444151738671747,-0.006619439943280431,1.8142832464159202,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,-1.9317121270327677,-1.7762733196748808,-2.11861631497557,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,-1.3400793849836272
3,"bcrt_q1,bcrt_q4,bcrt_q6",0.280490890688259,0.14335685574641246,2.4726539104917693,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,-0.15325196784455664,-0.23823849644690429,-1.3330956926223623,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,-0.3674346913566541
3,"bcrt_q1,bcrt_q5,bcrt_q6",0.12102557624285842,0.05121483507875955,2.298458169065955,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,-1.1314114415654286,-1.1831720662335705,-1.540933548533147,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,-0.8562433281153221
3,"bcrt_q2,bcrt_q3,bcrt_q4",0.3844296491027549,0.22140496266430376,3.983981013211221,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,0.4843078775896338,0.562159364926511,0.4701113320616575,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,0.38655279685365906
3,"bcrt_q2,bcrt_q3,bcrt_q5",0.32469062016594075,0.1713444372094551,3.8097852717854064,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,0.11786896070882565,0.04877936000924572,0.2622734761508722,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,0.15500171147595335
3,"bcrt_q2,bcrt_q3,bcrt_q6",0.4788461538461533,0.2846342423671427,4.468155935861256,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,1.0634582646914512,1.2105873953920718,1.047794098504081,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,0.798518926996457
3,"bcrt_q2,bcrt_q4,bcrt_q5",0.1420820799312416,0.05955856672266028,2.6023773511252672,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,-1.0022509489663776,-1.0976055454379081,-1.1783189940535375,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,-0.7118268650061856
3,"bcrt_q2,bcrt_q4,bcrt_q6",0.3682896890343696,0.20090763257106922,3.2607480152011163,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,0.3853054399669172,0.3519554302205809,-0.3927983717003296,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,0.11515412427461846
3,"bcrt_q2,bcrt_q5,bcrt_q6",0.36016483516483605,0.19427104208572046,3.0865522737753026,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,0.33546762531285307,0.2838959597087262,-0.6006362276111139,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,0.03894547811681448
3,"bcrt_q3,bcrt_q4,bcrt_q5",0.4589995409861152,0.27535394014048303,3.250915575963884,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,0.9417192366286203,1.1154161689722983,-0.40452973248281876,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,0.383312186785764
3,"bcrt_q3,bcrt_q4,bcrt_q6",0.5067328459877052,0.31557647849333936,3.9092862400397332,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,1.2345151004921668,1.527905785286828,0.38099088987038904,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,0.7234198563577603
3,"bcrt_q3,bcrt_q5,bcrt_q6",0.49127355695152214,0.2947425376615053,3.7350904986139195,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,1.139687895715236,1.314249844812535,0.1731530339596048,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,0.616905276660709
3,"bcrt_q4,bcrt_q5,bcrt_q6",0.23818029796290796,0.11408863054929956,2.5276825779537795,0,0.11776185539622504,-0.10494621138101,51,0.021881091821942936,-0.41278494062289633,-0.5383895927266602,-1.2674394362448058,0.8660254037844384,0,-0.10494621138101,-0.8660254037844394,0.8660254037844372,-0.4718722773626594
4,"bcrt_q1,bcrt_q2,bcrt_q3,bcrt_q4",0.3342490842490844,0.17945939299263494,4.493991069899916,0,0.08638100276895766,-0.064598881140869,51,0.014366302748857262,0.1765005335349583,0.13199974177750673,1.0786187261431532,-1.1547005383792521,0,-0.064598881140869,1.1547005383792504,-1.1547005383792532,0.28689481553181156
4,"bcrt_q1,bcrt_q2,bcrt_q3,bcrt_q5",0.18461350683979738,0.08645379005510101,4.319795328474101,0,0.08638100276895766,-0.064598881140869,51,0.014366302748857262,-0.7413633803677846,-0.8217900249014164,0.8707808702323674,-1.1547005383792521,0,-0.064598881140869,1.1547005383792504,-1.1547005383792532,-0.18169599497973724
4,"bcrt_q1,bcrt_q2,bcrt_q3,bcrt_q6",0.40355714480609484,0.21480401810817498,4.978165992549951,0,0.08638100276895766,-0.064598881140869,51,0.014366302748857262,0.6016358444634787,0.4944654500525958,1.6563014925855764,-1.1547005383792521,0,-0.064598881140869,1.1547005383792504,-1.1547005383792532,0.6163594367949085
4,"bcrt_q1,bcrt_q2,bcrt_q4,bcrt_q5",0.012044980854054957,0.004821975704622554,3.112387407813962,0,0.08638100276895766,-0.064598881140869,51,0.014366302748857262,-1.7998978908101528,-1.6589394729321274,-0.5698115999720422,-1.1547005383792521,0,-0.064598881140869,1.1547005383792504,-1.1547005383792532,-0.9960461359887397
4,"bcrt_q1,bcrt_q2,bcrt_q4,bcrt_q6",0.31594157208911283,0.15631999900149707,3.7707580718898113,0,0.08638100276895766,-0.064598881140869,51,0.014366302748857262,0.06420234178199459,-0.10529904989553034,0.2157090223811656,-1.1547005383792521,0,-0.064598881140869,1.1547005383792504,-1.1547005383792532,0.008133143310473628
4,"bcrt_q1,bcrt_q2,bcrt_q5,bcrt_q6",0.2078789326115989,0.09728805330744926,3.596562330463997,0,0.08638100276895766,-0.064598881140869,51,0.014366302748857262,-0.5986533703070748,-0.7106826389675205,0.00787116647038083,-1.1547005383792521,0,-0.064598881140869,1.1547005383792504,-1.1547005383792532,-0.3363641788055959
4,"bcrt_q1,bcrt_q3,bcrt_q4,bcrt_q5",0.35492285492285447,0.1937306276547748,3.7609256326525786,0,0.08638100276895766,-0.064598881140869,51,0.014366302748857262,0.30331334365865975,0.27835390914702224,0.20397766159867595,-1.1547005383792521,0,-0.064598881140869,1.1547005383792504,-1.1547005383792532,0.1272544496759393
4,"bcrt_q1,bcrt_q3,bcrt_q4,bcrt_q6",0.4777686852154937,0.27121541451731623,4.419296296728428,0,0.08638100276895766,-0.064598881140869,51,0.014366302748857262,1.0568490772804948,1.0729748185176793,0.9894982839518838,-1.1547005383792521,0,-0.064598881140869,1.1547005383792504,-1.1547005383792532,0.6668342029689492
4,"bcrt_q1,bcrt_q3,bcrt_q5,bcrt_q6",0.3902897260951253,0.2080758459250131,4.2451005553026135,0,0.08638100276895766,-0.064598881140869,51,0.014366302748857262,0.52025356174519,0.42546679218610506,0.7816604280410989,-1.1547005383792521,0,-0.064598881140869,1.1547005383792504,-1.1547005383792532,0.3623155059207389
4,"bcrt_q1,bcrt_q4,bcrt_q5,bcrt_q6",0.20187707029812266,0.09134195534351186,3.037692634642475,0,0.08638100276895766,-0.064598881140869,51,0.014366302748857262,-0.6354687649420325,-0.7716609801700709,-0.6589320421633101,-1.1547005383792521,0,-0.064598881140869,1.1547005383792504,-1.1547005383792532,-0.5220482032065088
4,"bcrt_q2,bcrt_q3,bcrt_q4,bcrt_q5",0.39758264628191864,0.21313589367220437,4.549019737361926,0,0.08638100276895766,-0.064598881140869,51,0.014366302748857262,0.5649882991808006,0.4773585235199607,1.1442749825207086,-1.1547005383792521,0,-0.064598881140869,1.1547005383792504,-1.1547005383792532,0.4738154757764907
4,"bcrt_q2,bcrt_q3,bcrt_q4,bcrt_q6",0.5062170100929788,0.2894093398082143,5.207390401437776,0,0.08638100276895766,-0.064598881140869,51,0.014366302748857262,1.2313509655888073,1.2595569083067697,1.9297956048739173,-1.1547005383792521,0,-0.064598881140869,1.1547005383792504,-1.1547005383792532,0.981642403086276
4,"bcrt_q2,bcrt_q3,bcrt_q5,bcrt_q6",0.48536565256822534,0.2707161999911442,5.0331946600119615,0,0.08638100276895766,-0.064598881140869,51,0.014366302748857262,1.1034488385732049,1.0678552806468251,1.7219577489631326,-1.1547005383792521,0,-0.064598881140869,1.1547005383792504,-1.1547005383792532,0.8657470318871244
4,"bcrt_q2,bcrt_q4,bcrt_q5,bcrt_q6",0.34581752630021256,0.17045794622891172,3.8257867393518223,0,0.08638100276895766,-0.064598881140869,51,0.014366302748857262,0.2474613015731786,0.03968823002578297,0.28136527875872297,-1.1547005383792521,0,-0.064598881140869,1.1547005383792504,-1.1547005383792532,0.10318657132390872
4,"bcrt_q3,bcrt_q4,bcrt_q5,bcrt_q6",0.5028952052292452,0.2886038174205413,4.474324964190439,0,0.08638100276895766,-0.064598881140869,51,0.014366302748857262,1.2109750304921154,1.2512961263116322,1.0551545403294411,-1.1547005383792521,0,-0.064598881140869,1.1547005383792504,-1.1547005383792532,0.755024481466801
